CODGEO;LIBGEO;MED14
15022;Bonnac;17626
15024;Brageac;
15025;Albepierre-Bredons;18892
15026;Brezons;15847
15027;Calvinet;17959
15028;Carlat;19573
15029;Cassaniouze;17387
15030;Cayrols;18357
15031;Celles;20510
15032;Celoux;
15033;Cézens;16248
15034;Chaliers;15774
15035;Chalinargues;17372
15036;Chalvignac;18359
15037;Champagnac;17507
15038;Champs-sur-Tarentaine-Marchal;17931
15040;Chanterelle;17429
15041;La Chapelle-d'Alagnon;20841
15042;La Chapelle-Laurent;16715
15043;Charmensac;
15044;Chastel-sur-Murat;17004
15045;Chaudes-Aigues;18401
15046;Chaussenac;16874
15047;Chavagnac;
15048;Chazelles;
15049;Cheylade;15485
15050;Le Claux;17327
15051;Clavières;16122
15052;Collandres;18303
15053;Coltines;18803
15054;Condat;18237
15055;Coren;19859
15056;Crandelles;20887
15057;Cros-de-Montvert;16277
15058;Cros-de-Ronesque;16118
15059;Cussac;17920
15060;Deux-Verges;
15061;Dienne;17245
15063;Drugeac;17403
15064;Escorailles;
15065;Espinasse;
15066;Le Falgoux;16553
15067;Le Fau;
15068;Faverolles;15888
15069;Ferrières-Saint-Mary;16232
15070;Fontanges;16537
15071;Fournoulès;
15072;Freix-Anglards;18016
15073;Fridefont;18716
15074;Giou-de-Mamou;22573
15075;Girgols;
15076;Glénat;17509
15077;Gourdièges;
15078;Jabrun;15760
15079;Jaleyrac;18852
15080;Joursac;16886
15081;Jou-sous-Monjou;
15082;Junhac;16156
15083;Jussac;19799
15084;Labesserette;18057
15085;Labrousse;18131
15086;Lacapelle-Barrès;
15087;Lacapelle-del-Fraisse;18334
15088;Lacapelle-Viescamp;21050
15089;Ladinhac;16701
15090;Lafeuillade-en-Vézie;19529
15091;Landeyrat;
15092;Lanobre;19194
15093;Lapeyrugue;
15094;Laroquebrou;19300
15095;Laroquevieille;18699
15096;Lascelle;17780
15097;Lastic;15779
15098;Laurie;
15099;Lavastrie;16467
15100;Laveissenet;18791
15101;Laveissière;20027
15102;Lavigerie;18481
15103;Leucamp;16744
15104;Leynhac;16643
15105;Leyvaux;
15106;Lieutadès;15661
15107;Lorcières;14675
15108;Loubaresse;18934
15110;Lugarde;17646
15111;Madic;19834
15112;Malbo;
15113;Mandailles-Saint-Julien;16325
15114;Marcenat;18458
15116;Marchastel;15659
15117;Marcolès;18067
15118;Marmanhac;18819
15119;Massiac;19037
15120;Mauriac;18875
15121;Maurines;
15122;Maurs;18410
15123;Méallet;18567
15124;Menet;17645
15125;Mentières;18160
15126;Molèdes;
15127;Molompize;17812
15128;La Monselie;15860
15129;Montboudif;16277
15130;Montchamp;14680
15131;Le Monteil;16371
15132;Montgreleix;
15133;Montmurat;19019
15134;Montsalvy;19017
15135;Montvert;18543
15136;Mourjou;15569
15137;Moussages;18748
15138;Murat;19373
15139;Narnhac;
15140;Naucelles;22115
15141;Neussargues-Moissac;19559
15142;Neuvéglise;18685
15143;Nieudan;20311
15144;Omps;17712
15145;Oradour;17406
15146;Pailherols;16507
15147;Parlan;16498
15148;Paulhac;16923
15149;Paulhenc;17464
15150;Pers;19167
15151;Peyrusse;14681
15152;Pierrefort;18661
15153;Pleaux;18127
15154;Polminhac;19566
15155;Pradiers;
15156;Prunet;20300
15157;Quézac;18514
15158;Rageade;14482
15159;Raulhac;17881
15160;Reilhac;20925
15161;Rézentières;17839
15162;Riom-ès-Montagnes;18842
15163;Roannes-Saint-Mary;20823
15164;Roffiac;19558
15165;Rouffiac;15480
15166;Roumégoux;17052
15167;Rouziers;16253
15168;Ruynes-en-Margeride;19032
15169;Saignes;19474
15170;Saint-Amandin;18215
15171;Sainte-Anastasie;16794
15172;Saint-Antoine;16845
15173;Saint-Bonnet-de-Condat;13584
15174;Saint-Bonnet-de-Salers;17214
15175;Saint-Cernin;18487
15176;Saint-Chamant;16952
15178;Saint-Cirgues-de-Jordanne;16008
15179;Saint-Cirgues-de-Malbert;18447
15180;Saint-Clément;
15181;Saint-Constant;18663
15182;Saint-Étienne-Cantalès;18472
15183;Saint-Étienne-de-Carlat;17769
15184;Saint-Étienne-de-Maurs;19955
15185;Saint-Étienne-de-Chomeil;19050
15186;Sainte-Eulalie;18149
15187;Saint-Flour;19261
15188;Saint-Georges;20388
15189;Saint-Gérons;17231
15190;Saint-Hippolyte;17529
15191;Saint-Illide;17625
15192;Saint-Jacques-des-Blats;17256
15194;Saint-Julien-de-Toursac;18519
15195;Saint-Just;17406
15196;Saint-Mamet-la-Salvetat;19728
15197;Saint-Marc;
15198;Sainte-Marie;16872
15199;Saint-Martial;
15200;Saint-Martin-Cantalès;17429
15201;Saint-Martin-sous-Vigouroux;16495
15202;Saint-Martin-Valmeroux;17881
15203;Saint-Mary-le-Plain;17123
15204;Saint-Paul-des-Landes;20336
15205;Saint-Paul-de-Salers;18392
15206;Saint-Pierre;16189
15207;Saint-Poncy;15095
15208;Saint-Projet-de-Salers;17098
15209;Saint-Rémy-de-Chaudes-Aigues;
15211;Saint-Santin-Cantalès;14642
15212;Saint-Santin-de-Maurs;19827
15213;Saint-Saturnin;15226
15214;Saint-Saury;15359
15215;Saint-Simon;21483
15216;Saint-Urcize;19193
15217;Saint-Victor;16884
15218;Saint-Vincent-de-Salers;
15219;Salers;20725
15220;Salins;19400
15221;Sansac-de-Marmiesse;20818
15222;Sansac-Veinazès;16392
15223;Sauvat;16954
15224;La Ségalassière;17564
15225;Ségur-les-Villas;18448
15226;Sénezergues;18594
15227;Sériers;19515
15228;Siran;16642
15229;Soulages;
15230;Sourniac;18204
15231;Talizat;18553
15232;Tanavelle;17869
15233;Teissières-de-Cornet;21709
15234;Teissières-lès-Bouliès;19831
15235;Les Ternes;18112
15236;Thiézac;18708
15237;Tiviers;21364
15238;Tournemire;17930
15240;Trémouille;14387
15241;La Trinitat;
15242;Le Trioulou;19014
15243;Trizac;16789
15244;Ussel;17666
15245;Vabres;19440
15246;Valette;17553
15247;Valjouze;
15248;Valuéjols;19208
15249;Le Vaulmier;
15250;Vebret;18101
15251;Védrines-Saint-Loup;15782
15252;Velzic;20813
15253;Vernols;
15254;Veyrières;17152
15255;Vézac;20423
15256;Vèze;
15257;Vezels-Roussy;17226
15258;Vic-sur-Cère;19214
15259;Vieillespesse;17360
15260;Vieillevie;18207
15261;Le Vigean;19790
15262;Villedieu;21445
15263;Virargues;15412
15264;Vitrac;16251
15265;Ydes;18501
15266;Yolet;20176
15267;Ytrac;21713
15268;Le Rouget;19936
15269;Besse;15839
16001;Abzac;17024
16002;Les Adjots;17500
16003;Agris;19106
16004;Aignes-et-Puypéroux;17718
16005;Aigre;17729
16007;Alloue;17746
16008;Ambérac;18433
16009;Ambernac;17015
16010;Ambleville;19085
16011;Anais;20569
16012;Angeac-Champagne;21021
16013;Angeac-Charente;20585
16014;Angeduc;18518
16015;Angoulême;17954
16016;Ansac-sur-Vienne;19417
16017;Anville;19347
16018;Ars;22624
16019;Asnières-sur-Nouère;20080
16020;Aubeterre-sur-Dronne;16644
16021;Aubeville;18418
16023;Aunac;18488
16024;Aussac-Vadalle;20422
16025;Baignes-Sainte-Radegonde;17164
16026;Balzac;22140
16027;Barbezières;19400
16028;Barbezieux-Saint-Hilaire;17707
16029;Bardenac;17598
16030;Barret;20965
16031;Barro;20723
16032;Bassac;19275
16033;Bayers;18841
16034;Bazac;16223
16035;Beaulieu-sur-Sonnette;16335
16036;Bécheresse;18891
16037;Bellon;15974
16038;Benest;16096
16039;Bernac;19246
16040;Berneuil;19400
16041;Bessac;17144
16042;Bessé;18062
16043;Bignac;19969
16044;Bioussac;18217
16045;Birac;20626
16046;Blanzac-Porcheresse;18790
16047;Blanzaguet-Saint-Cybard;18065
16048;Boisbreteau;15962
16049;Bonnes;17632
16050;Bonneuil;19739
16051;Bonneville;22383
16052;Bors (Canton de Montmoreau-Saint-Cybard);18502
16053;Bors (Canton de Baignes-Sainte-Radegonde);19689
16054;Le Bouchage;16470
16055;Bouëx;19642
16056;Bourg-Charente;22610
16057;Bouteville;19635
16058;Boutiers-Saint-Trojan;22645
16059;Brettes;15644
16060;Bréville;19532
16061;Brie;20789
16062;Brie-sous-Barbezieux;19040
16063;Brie-sous-Chalais;18298
16064;Brigueuil;18278
16065;Brillac;14926
16066;Brossac;17266
16067;Bunzac;19562
16068;Cellefrouin;16742
16069;Cellettes;17707
16070;Chabanais;18603
16071;Chabrac;18333
16072;Chadurie;19287
16073;Chalais;16949
16074;Challignac;19852
16075;Champagne-Vigny;20550
16076;Champagne-Mouton;18392
16077;Champmillon;22200
16078;Champniers;22121
16079;Chantillac;19187
16081;La Chapelle;17995
16082;Charmant;19351
16083;Charmé;16841
16084;Charras;18971
16085;Chasseneuil-sur-Bonnieure;17996
16086;Chassenon;18547
16087;Chassiecq;15909
16088;Chassors;20829
16089;Châteaubernard;20922
16090;Châteauneuf-sur-Charente;19238
16091;Châtignac;17653
16092;Chavenat;17274
16093;Chazelles;19857
16094;Chenommet;16917
16095;Chenon;19825
16096;Cherves-Châtelars;16337
16097;Cherves-Richemont;21382
16098;La Chèvrerie;21558
16099;Chillac;18854
16100;Chirac;19064
16101;Claix;21069
16102;Cognac;19102
16103;Combiers;14577
16104;Condac;19280
16105;Condéon;18214
16106;Confolens;19190
16107;Coulgens;18916
16108;Coulonges;18412
16109;Courbillac;19101
16110;Courcôme;18416
16111;Courgeac;16795
16112;Courlac;
16113;La Couronne;19003
16114;Couture;17560
16115;Cressac-Saint-Genis;16648
16116;Criteuil-la-Magdeleine;20031
16117;Curac;18366
16118;Deviat;16274
16119;Dignac;19774
16120;Dirac;22343
16121;Douzat;19849
16122;Ébréon;15095
16123;Échallat;20975
16124;Écuras;16247
16125;Édon;19196
16127;Empuré;19765
16128;Épenède;15784
16129;Éraville;20442
16130;Les Essards;18569
16131;Esse;18076
16132;Étagnac;18526
16133;Étriac;21287
16134;Exideuil;18355
16135;Eymouthiers;19158
16136;La Faye;19372
16137;Feuillade;19185
16138;Fléac;21732
16139;Fleurac;22941
16140;Fontclaireau;18500
16141;Fontenille;20486
16142;La Forêt-de-Tessé;19853
16143;Fouquebrune;20655
16144;Fouqueure;17778
16145;Foussignac;22483
16146;Garat;22440
16147;Gardes-le-Pontaroux;19435
16148;Genac;20152
16149;Genouillac;17151
16150;Gensac-la-Pallue;22035
16151;Genté;21758
16152;Gimeux;22108
16153;Gondeville;20014
16154;Gond-Pontouvre;19541
16155;Les Gours;19228
16156;Gourville;17854
16157;Le Grand-Madieu;15950
16158;Grassac;17235
16160;Guimps;20170
16161;Guizengeard;15777
16162;Gurat;19459
16163;Hiersac;21310
16164;Hiesse;16846
16165;Houlette;19196
16166;L'Isle-d'Espagnac;20347
16167;Jarnac;19642
16168;Jauldes;20678
16169;Javrezac;22016
16170;Juignac;18234
16171;Juillac-le-Coq;20680
16172;Juillaguet;19518
16173;Juillé;17415
16174;Julienne;20018
16175;Jurignac;18784
16176;Lachaise;18663
16177;Ladiville;21356
16178;Lagarde-sur-le-Né;19379
16179;Lamérac;18242
16180;Laprade;18779
16181;Lessac;16888
16182;Lesterps;15053
16183;Lésignac-Durand;17761
16184;Lichères;
16185;Ligné;17909
16186;Lignières-Sonneville;20367
16187;Linars;21919
16188;Le Lindois;17049
16189;Londigny;16580
16190;Longré;18787
16191;Lonnes;20029
16192;Roumazières-Loubert;17633
16193;Louzac-Saint-André;20701
16194;Lupsault;17914
16195;Lussac;16740
16196;Luxé;18589
16197;La Magdeleine;17373
16198;Magnac-Lavalette-Villars;19011
16199;Magnac-sur-Touvre;22312
16200;Maine-de-Boixe;19569
16201;Mainfonds;19421
16202;Mainxe;21071
16203;Mainzac;17119
16204;Malaville;20762
16205;Manot;17334
16206;Mansle;17016
16207;Marcillac-Lanville;17851
16208;Mareuil;21348
16209;Marillac-le-Franc;19278
16210;Marsac;20589
16211;Marthon;19060
16212;Massignac;18788
16213;Mazerolles;18191
16214;Mazières;
16215;Médillac;17371
16216;Mérignac;20654
16217;Merpins;21867
16218;Mesnac;19846
16220;Les Métairies;21508
16221;Mons;18543
16222;Montboyer;17618
16223;Montbron;18598
16224;Montchaude;19937
16225;Montemboeuf;17630
16226;Montignac-Charente;20133
16227;Montignac-le-Coq;15474
16228;Montigné;17862
16229;Montjean;15639
16230;Montmoreau-Saint-Cybard;17025
16231;Montrollet;18029
16232;Mornac;22057
16233;Mosnac;20294
16234;Moulidars;20566
16236;Mouthiers-sur-Boëme;20980
16237;Mouton;20925
16238;Moutonneau;18236
16239;Mouzon;16211
16240;Nabinaud;
16241;Nanclars;22104
16242;Nanteuil-en-Vallée;17799
16243;Nercillac;21685
16244;Nersac;19132
16245;Nieuil;17224
16246;Nonac;16814
16247;Nonaville;19406
16248;Oradour;18202
16249;Oradour-Fanais;14597
16250;Orgedeuil;17841
16251;Oriolles;17902
16252;Orival;21211
16253;Paizay-Naudouin-Embourie;17316
16254;Palluaud;17676
16255;Parzac;15503
16256;Passirac;16200
16257;Péreuil;17916
16258;Pérignac;19041
16259;La Péruse;19555
16260;Pillac;17329
16261;Les Pins;19270
16262;Plaizac;20034
16263;Plassac-Rouffiac;19939
16264;Pleuville;15663
16267;Poullignac;
16268;Poursac;17563
16269;Pranzac;20678
16270;Pressignac;16820
16271;Puymoyen;25622
16272;Puyréaux;20344
16273;Raix;18849
16274;Rancogne;19680
16275;Ranville-Breuillaud;16603
16276;Reignac;19868
16277;Réparsac;20695
16279;Rioux-Martin;17910
16280;Rivières;20177
16281;La Rochefoucauld;18094
16282;La Rochette;18977
16283;Ronsenac;17604
16284;Rouffiac;18493
16285;Rougnac;19721
16286;Rouillac;19020
16287;Roullet-Saint-Estèphe;20793
16289;Roussines;16579
16290;Rouzède;18097
16291;Ruelle-sur-Touvre;20199
16292;Ruffec;17785
16293;Saint-Adjutory;19049
16294;Saint-Amant-de-Montmoreau;18535
16295;Saint-Amant-de-Boixe;18895
16296;Saint-Amant-de-Bonnieure;19039
16297;Graves-Saint-Amant;23159
16298;Saint-Amant-de-Nouère;21483
16300;Saint-Angeau;17708
16301;Saint-Aulais-la-Chapelle;21250
16302;Saint-Avit;17309
16303;Saint-Bonnet;20937
16304;Saint-Brice;25770
16306;Saint-Christophe;16922
16307;Saint-Ciers-sur-Bonnieure;18443
16308;Saint-Claud;16204
16309;Sainte-Colombe;17349
16310;Saint-Coutant;17875
16312;Saint-Cybardeaux;19148
16314;Saint-Eutrope;17289
16315;Saint-Félix;19574
16316;Saint-Fort-sur-le-Né;20999
16317;Saint-Fraigne;18329
16318;Saint-Front;18150
16320;Saint-Genis-d'Hiersac;20288
16321;Saint-Georges;
16322;Saint-Germain-de-Confolens;
16323;Saint-Germain-de-Montbron;18920
16325;Saint-Gourson;15260
16326;Saint-Groux;19234
16328;Saint-Laurent-de-Belzagot;17758
16329;Saint-Laurent-de-Céris;17675
16330;Saint-Laurent-de-Cognac;21785
16331;Saint-Laurent-des-Combes;
16332;Saint-Léger;16538
16334;Saint-Martial;17892
16335;Saint-Martin-du-Clocher;17820
16336;Saint-Mary;19378
16337;Saint-Maurice-des-Lions;17736
16338;Saint-Médard;19212
16339;Auge-Saint-Médard;17278
16340;Saint-Même-les-Carrières;19696
16341;Saint-Michel;19669
16342;Saint-Palais-du-Né;20521
16343;Saint-Preuil;20125
16344;Saint-Projet-Saint-Constant;19765
16345;Saint-Quentin-sur-Charente;18725
16346;Saint-Quentin-de-Chalais;19384
16347;Saint-Romain;16759
16348;Saint-Saturnin;22269
16349;Sainte-Sévère;20688
16350;Saint-Séverin;17409
16351;Saint-Simeux;20180
16352;Saint-Simon;20465
16353;Saint-Sornin;18817
16354;Sainte-Souline;16637
16355;Saint-Sulpice-de-Cognac;19296
16356;Saint-Sulpice-de-Ruffec;
16357;Saint-Vallier;17383
16358;Saint-Yrieix-sur-Charente;21841
16359;Salles-d'Angles;21461
16360;Salles-de-Barbezieux;21014
16361;Salles-de-Villefagnan;18676
16362;Salles-Lavalette;17733
16363;Saulgond;16364
16364;Sauvagnac;
16365;Sauvignac;
16366;Segonzac;20110
16368;Sers;21068
16369;Sigogne;20966
16370;Sireuil;21496
16371;Sonneville;18844
16372;Souffrignac;16609
16373;Souvigné;16245
16374;Soyaux;17088
16375;Suaux;17576
16376;Suris;17339
16377;La Tâche;18726
16378;Taizé-Aizie;19562
16379;Taponnat-Fleurignac;19251
16380;Le Tâtre;18266
16381;Theil-Rabier;18684
16382;Torsac;22067
16383;Tourriers;20314
16384;Touvérac;18867
16385;Touvre;21695
16386;Touzac;19671
16387;Triac-Lautrait;20086
16388;Trois-Palis;21782
16389;Turgon;
16390;Tusson;18977
16391;Tuzie;18201
16392;Valence;17303
16393;Vars;20208
16394;Vaux-Lavalette;
16395;Vaux-Rouillac;20420
16396;Ventouse;15109
16397;Verdille;19845
16398;Verneuil;
16399;Verrières;21645
16400;Verteuil-sur-Charente;18196
16401;Vervant;16444
16402;Vibrac;21619
16403;Le Vieux-Cérier;15379
16404;Vieux-Ruffec;17132
16405;Vignolles;17703
16406;Vilhonneur;18352
16408;Villebois-Lavalette;18389
16409;Villefagnan;17108
16410;Villegats;19207
16411;Villejésus;17427
16412;Villejoubert;19278
16413;Villiers-le-Roux;16940
16414;Villognon;18422
16415;Vindelle;21920
16416;Vitrac-Saint-Vincent;19067
16417;Viville;18878
16418;Voeuil-et-Giget;23652
16419;Vouharte;19323
16420;Voulgézac;19549
16421;Vouthon;17913
16422;Vouzan;20521
16423;Xambes;17639
16424;Yviers;17173
16425;Yvrac-et-Malleyrand;19071
17002;Agudelle;17981
17003;Aigrefeuille-d'Aunis;20609
17004;Île-d'Aix;20230
17005;Allas-Bocage;17913
17006;Allas-Champagne;19633
17007;Anais;21095
17008;Andilly;21408
17009;Angliers;21004
17010;Angoulins;23083
17011;Annepont;18787
17012;Annezay;17732
17013;Antezant-la-Chapelle;18568
17015;Arces;17396
17016;Archiac;17266
17017;Archingeay;17058
17018;Ardillières;19783
17019;Ars-en-Ré;22311
17020;Arthenac;21097
17021;Arvert;18997
17022;Asnières-la-Giraud;19234
17023;Aujac;17892
17024;Aulnay;18110
17025;Aumagne;17891
17026;Authon-Ébéon;17481
17027;Avy;19074
17028;Aytré;20379
17029;Bagnizeau;19682
17030;Balanzac;18602
17031;Ballans;18551
17032;Ballon;19967
17033;La Barde;18110
17034;Barzan;18162
17035;Bazauges;18190
17036;Beaugeay;21179
17037;Beauvais-sur-Matha;16118
17038;Bedenac;17794
17039;Belluire;20640
17040;La Benâte;19941
17041;Benon;19490
17042;Bercloux;19541
17043;Bernay-Saint-Martin;17383
17044;Berneuil;19154
17045;Beurlay;18777
17046;Bignay;18411
17047;Biron;19784
17048;Blanzac-lès-Matha;18275
17049;Blanzay-sur-Boutonne;
17050;Bois;17054
17051;Le Bois-Plage-en-Ré;23363
17052;Boisredon;16633
17053;Bords;17798
17054;Boresse-et-Martron;18024
17055;Boscamnant;17940
17056;Bougneau;19296
17057;Bouhet;19621
17058;Bourcefranc-le-Chapus;18347
17059;Bourgneuf;23000
17060;Boutenac-Touvent;16966
17061;Bran;19186
17062;Bresdon;18215
17063;Breuil-la-Réorte;19694
17064;Breuillet;21946
17065;Breuil-Magné;21711
17066;Brie-sous-Archiac;19665
17067;Brie-sous-Matha;18507
17068;Brie-sous-Mortagne;17255
17069;Brives-sur-Charente;21203
17070;Brizambourg;17989
17071;La Brousse;17936
17072;Burie;18086
17073;Bussac-sur-Charente;21021
17074;Bussac-Forêt;18639
17075;Cabariot;19045
17076;Celles;20026
17077;Cercoux;18452
17078;Chadenac;19281
17079;Chaillevette;18506
17080;Chambon;19559
17081;Chamouillac;16910
17082;Champagnac;20102
17083;Champagne;19441
17084;Champagnolles;17888
17085;Champdolent;18418
17086;Chaniers;20201
17087;Chantemerle-sur-la-Soie;19287
17089;La Chapelle-des-Pots;19784
17091;Charron;20161
17092;Chartuzac;17925
17093;Le Château-d'Oléron;19533
17094;Châtelaillon-Plage;22312
17095;Chatenet;17994
17096;Chaunac;
17097;Le Chay;18799
17098;Chenac-Saint-Seurin-d'Uzet;18319
17099;Chepniers;18383
17100;Chérac;20189
17101;Cherbonnières;17183
17102;Chermignac;21175
17103;Chervettes;20173
17104;Chevanceaux;17386
17105;Chives;16817
17106;Cierzac;17778
17107;Ciré-d'Aunis;19052
17108;Clam;20479
17109;Clavette;22350
17110;Clérac;17758
17111;Clion;17230
17112;La Clisse;20316
17113;La Clotte;16661
17114;Coivert;17079
17115;Colombiers;18951
17116;Consac;16069
17117;Contré;14971
17118;Corignac;18412
17119;Corme-Écluse;19063
17120;Corme-Royal;20037
17121;La Couarde-sur-Mer;23951
17122;Coulonges;19303
17124;Courant;18955
17125;Courcelles;21343
17126;Courcerac;20112
17127;Courçon;18949
17128;Courcoury;19905
17129;Courpignac;18366
17130;Coux;18536
17131;Cozes;18229
17132;Cramchaban;18227
17133;Cravans;17982
17134;Crazannes;18307
17135;Cressé;17365
17136;Croix-Chapeau;21284
17137;La Croix-Comtesse;17637
17138;Dampierre-sur-Boutonne;18541
17139;Doeuil-sur-le-Mignon;19709
17140;Dolus-d'Oléron;19991
17141;Dompierre-sur-Charente;20033
17142;Dompierre-sur-Mer;22970
17143;Le Douhet;19733
17145;Échebrune;20134
17146;Échillais;20372
17147;Écoyeux;18868
17148;Écurat;20002
17149;Les Éduts;
17150;Les Églises-d'Argenteuil;18504
17151;L'Éguille;18689
17152;Épargnes;18734
17153;Esnandes;21035
17154;Les Essards;18990
17155;Étaules;19964
17156;Expiremont;16909
17157;Fenioux;19990
17158;Ferrières;19069
17159;Fléac-sur-Seugne;19353
17160;Floirac;18703
17161;La Flotte;21658
17162;Fontaine-Chalendray;16030
17163;Fontaines-d'Ozillac;18432
17164;Fontcouverte;22561
17165;Fontenet;18957
17166;Forges;19569
17167;Le Fouilloux;16125
17168;Fouras;22453
17169;La Frédière;
17171;Geay;19565
17172;Gémozac;17862
17173;La Genétouze;17082
17174;Genouillé;19176
17175;Germignac;19232
17176;Gibourne;20815
17177;Le Gicq;15631
17178;Givrezac;
17179;Les Gonds;20751
17180;Gourvillette;18673
17181;Grandjean;17776
17182;La Grève-sur-Mignon;18654
17183;Grézac;18601
17184;La Gripperie-Saint-Symphorien;19117
17185;Le Gua;18275
17186;Le Gué-d'Alleré;19446
17187;Guitinières;17900
17188;Haimps;17716
17189;Hiers-Brouage;18988
17190;L'Houmeau;24127
17191;La Jard;18346
17192;Jarnac-Champagne;19477
17193;La Jarne;21871
17194;La Jarrie;21871
17195;La Jarrie-Audouin;18576
17196;Jazennes;17946
17197;Jonzac;18278
17198;Juicq;19504
17199;Jussas;18315
17200;Lagord;24953
17201;La Laigne;20203
17202;Landes;18720
17203;Landrais;19169
17204;Léoville;18102
17205;Loire-les-Marais;20237
17206;Loiré-sur-Nie;18175
17207;Loix;22761
17208;Longèves;20714
17209;Lonzac;20213
17210;Lorignac;17804
17211;Loulay;17319
17212;Louzignac;20519
17213;Lozay;17545
17214;Luchat;19839
17215;Lussac;
17216;Lussant;19478
17217;Macqueville;17208
17218;Marans;19281
17219;Marennes;19166
17220;Marignac;20601
17221;Marsais;18063
17222;Marsilly;24177
17223;Massac;17777
17224;Matha;18619
17225;Les Mathes;19968
17226;Mazeray;20155
17227;Mazerolles;20490
17228;Médis;20134
17229;Mérignac;17704
17230;Meschers-sur-Gironde;20819
17231;Messac;15278
17232;Meursac;18836
17233;Meux;20716
17234;Migré;18190
17235;Migron;19031
17236;Mirambeau;16046
17237;Moëze;19270
17238;Moings;17538
17239;Mons;18349
17240;Montendre;17560
17241;Montguyon;17927
17242;Montils;19285
17243;Montlieu-la-Garde;18339
17244;Montpellier-de-Médillan;19187
17245;Montroy;21792
17246;Moragne;18879
17247;Mornac-sur-Seudre;18219
17248;Mortagne-sur-Gironde;18250
